prox_to	prox_ct	n_proximal	pval	pvale_adjust	or	or05	or95	log_or95	log_or05	log_or
B1	B1	23	6.92840441625918e-24	4.2263266939181e-22	28.7232188776735	16.8488633359851	47.4345659656038	3.85935120271557	2.82428319671795	3.35770581581318
CellCycle1	B1	5	0.056522964414977	0.181468464700716	2.48992124879187	0.793639708459595	5.97716629305444	1.78794659161578	-0.231125688401841	0.912251082985257
Endo1	B1	1	0.406515223186366	0.551053969208186	1.95661855523559	0.0481953771185897	11.6223008405613	2.45292573875596	-3.03249217292798	0.671217756403969
Endo3	B1	2	0.678473866829533	0.827738117532031	1.2389722869652	0.14797609427889	4.59579472263431	1.52514169463618	-1.91070454340725	0.214282235137128
Endo5	B1	24	0.0757445069511838	0.220019758286772	1.48658640602456	0.93998416875939	2.24766146521383	0.809890326924976	-0.0618922456052407	0.396482488927518
Endo6	B1	6	0.321405617592257	0.478188845686041	0.621797717527587	0.226392064980777	1.36918801441169	0.314217873919315	-1.48548698193881	-0.475140452114322
Endo7	B1	3	0.73966807193073	0.867687545918741	1.22573713596901	0.249656409680881	3.65842160086506	1.29703179780116	-1.38766966769705	0.203542406669748
Endo8	B1	8	0.00553270971694685	0.0337495292733758	3.12659301744852	1.32385599085301	6.33054687652624	1.84538662682023	0.280548683361212	1.13994391888556
Endo9	B1	4	0.0186341151020261	0.0702114932745034	4.15000139018173	1.09707280850653	11.1579350559213	2.41215090900143	0.0926455496526831	1.4231086692261
F1	B1	7	0.0983536754252443	0.250203981400485	1.97487954021402	0.782522019542035	4.15474424539553	1.42425087295817	-0.245233216973929	0.680507404196278
F13	B1	8	0.402427416158736	0.551053969208186	1.34356757884262	0.57345589819091	2.69002223924382	0.989549460956457	-0.556074244775185	0.295328448398343
F14	B1	34	0.861410451577782	0.938322099040084	0.950326339264074	0.649381397677522	1.34918608003041	0.299501506949649	-0.431735065123245	-0.0509498383605097
F15	B1	30	2.45000941954893e-06	7.47252872962423e-05	0.448686049962246	0.299199478675081	0.649528385972197	-0.431508739481306	-1.20664477527945	-0.801431856382662
